date,sku_id,category,units_sold,units_received,closing_stock,lead_time_days,prev_closing_stock,expected_closing_stock,stock_balance_valid,stock_balance_difference,stock_balance_clipped,units_sold_original,units_sold_source,history_days,sku_status,limited_history,closing_stock_missing,lead_time_missing,stockout,lead_time_inconsistent
2026-01-28,SKU-1015,Pasta,422.0,0,2805.0,7,3227.0,2805.0,True,0.0,False,422.0,observed,180,established,False,False,False,False,False
2026-01-29,SKU-1015,Pasta,398.0,0,2407.0,7,2805.0,2407.0,True,0.0,False,398.0,observed,180,established,False,False,False,False,False
2026-01-30,SKU-1015,Pasta,783.0,0,1624.0,7,2407.0,1624.0,True,0.0,False,783.0,observed,180,established,False,False,False,False,False
2026-01-31,SKU-1015,Pasta,283.0,0,1341.0,7,1624.0,1341.0,True,0.0,False,283.0,observed,180,established,False,False,False,False,False
2026-02-01,SKU-1015,Pasta,243.0,0,1098.0,7,1341.0,1098.0,True,0.0,False,243.0,observed,180,established,False,False,False,False,False
2026-02-02,SKU-1015,Pasta,321.0,3626,4403.0,7,1098.0,4403.0,True,0.0,False,321.0,observed,180,established,False,False,False,False,False
2026-02-03,SKU-1015,Pasta,357.0,0,4046.0,7,4403.0,4046.0,True,0.0,False,357.0,observed,180,established,False,False,False,False,False
2026-02-04,SKU-1015,Pasta,388.0,0,3658.0,7,4046.0,3658.0,True,0.0,False,388.0,observed,180,established,False,False,False,False,False
2026-02-05,SKU-1015,Pasta,437.0,0,3221.0,7,3658.0,3221.0,True,0.0,False,437.0,observed,180,established,False,False,False,False,False
2026-02-06,SKU-1015,Pasta,318.0,0,2903.0,7,3221.0,2903.0,True,0.0,False,318.0,observed,180,established,False,False,False,False,False
2026-02-07,SKU-1015,Pasta,292.0,0,2611.0,7,2903.0,2611.0,True,0.0,False,292.0,observed,180,established,False,False,False,False,False
2026-02-08,SKU-1015,Pasta,235.0,0,2376.0,7,2611.0,2376.0,True,0.0,False,235.0,observed,180,established,False,False,False,False,False
2026-02-09,SKU-1015,Pasta,377.0,0,1999.0,7,2376.0,1999.0,True,0.0,False,377.0,observed,180,established,False,False,False,False,False
2026-02-10,SKU-1015,Pasta,471.0,0,,7,1999.0,1528.0,False,,False,471.0,observed,180,established,False,True,False,False,False
2026-02-11,SKU-1015,Pasta,425.0,0,1103.0,7,,,False,,False,425.0,observed,180,established,False,False,False,False,False
2026-02-12,SKU-1015,Pasta,406.0,0,,7,1103.0,697.0,False,,False,406.0,observed,180,established,False,True,False,False,False
2026-02-13,SKU-1015,Pasta,305.0,0,392.0,7,,,False,,False,305.0,observed,180,established,False,False,False,False,False
2026-02-14,SKU-1015,Pasta,244.0,0,148.0,7,392.0,148.0,True,0.0,False,244.0,observed,180,established,False,False,False,False,False
2026-02-15,SKU-1015,Pasta,280.0,2754,2622.0,7,148.0,2622.0,True,0.0,False,280.0,observed,180,established,False,False,False,False,False
2026-02-16,SKU-1015,Pasta,139.0,0,2483.0,7,2622.0,2483.0,True,0.0,False,139.0,observed,180,established,False,False,False,False,False
2026-02-17,SKU-1015,Pasta,419.0,0,2064.0,7,2483.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-02-18,SKU-1015,Pasta,388.0,0,1676.0,7,2064.0,1676.0,True,0.0,False,388.0,observed,180,established,False,False,False,False,False
2026-02-19,SKU-1015,Pasta,354.0,0,1322.0,7,1676.0,1322.0,True,0.0,False,354.0,observed,180,established,False,False,False,False,False
2026-02-20,SKU-1015,Pasta,363.0,2506,3465.0,7,1322.0,3465.0,True,0.0,False,363.0,observed,180,established,False,False,False,False,False
2026-02-21,SKU-1015,Pasta,273.0,0,3192.0,7,3465.0,3192.0,True,0.0,False,273.0,observed,180,established,False,False,False,False,False
2026-02-22,SKU-1015,Pasta,296.0,0,2896.0,7,3192.0,2896.0,True,0.0,False,296.0,observed,180,established,False,False,False,False,False
2026-02-23,SKU-1015,Pasta,375.0,0,2521.0,7,2896.0,2521.0,True,0.0,False,375.0,observed,180,established,False,False,False,False,False
2026-02-24,SKU-1015,Pasta,435.0,0,2086.0,7,2521.0,2086.0,True,0.0,False,435.0,observed,180,established,False,False,False,False,False
2026-02-25,SKU-1015,Pasta,431.0,3183,4838.0,7,2086.0,4838.0,True,0.0,False,431.0,observed,180,established,False,False,False,False,False
2026-02-26,SKU-1015,Pasta,390.0,0,4448.0,7,4838.0,4448.0,True,0.0,False,390.0,observed,180,established,False,False,False,False,False
2026-02-27,SKU-1015,Pasta,348.0,0,4100.0,7,4448.0,4100.0,True,0.0,False,348.0,observed,180,established,False,False,False,False,False
2026-02-28,SKU-1015,Pasta,246.0,0,3854.0,7,4100.0,3854.0,True,0.0,False,246.0,observed,180,established,False,False,False,False,False
2026-03-01,SKU-1015,Pasta,310.0,0,3544.0,7,3854.0,3544.0,True,0.0,False,310.0,observed,180,established,False,False,False,False,False
2026-03-02,SKU-1015,Pasta,331.0,0,3213.0,7,3544.0,3213.0,True,0.0,False,331.0,observed,180,established,False,False,False,False,False
2026-03-03,SKU-1015,Pasta,437.0,0,2776.0,7,3213.0,2776.0,True,0.0,False,437.0,observed,180,established,False,False,False,False,False
2026-03-04,SKU-1015,Pasta,453.0,0,2323.0,7,2776.0,2323.0,True,0.0,False,453.0,observed,180,established,False,False,False,False,False
2026-03-05,SKU-1015,Pasta,397.0,0,1926.0,7,2323.0,1926.0,True,0.0,False,397.0,observed,180,established,False,False,False,False,False
2026-03-06,SKU-1015,Pasta,327.0,0,1599.0,7,1926.0,1599.0,True,0.0,False,327.0,observed,180,established,False,False,False,False,False
2026-03-07,SKU-1015,Pasta,250.0,3592,4941.0,7,1599.0,4941.0,True,0.0,False,250.0,observed,180,established,False,False,False,False,False
2026-03-08,SKU-1015,Pasta,290.0,0,4651.0,7,4941.0,4651.0,True,0.0,False,290.0,observed,180,established,False,False,False,False,False
2026-03-09,SKU-1015,Pasta,355.0,0,4296.0,7,4651.0,4296.0,True,0.0,False,355.0,observed,180,established,False,False,False,False,False
2026-03-10,SKU-1015,Pasta,453.0,0,3843.0,7,4296.0,3843.0,True,0.0,False,453.0,observed,180,established,False,False,False,False,False
2026-03-11,SKU-1015,Pasta,439.0,0,3404.0,7,3843.0,3404.0,True,0.0,False,439.0,observed,180,established,False,False,False,False,False
2026-03-12,SKU-1015,Pasta,425.0,0,2979.0,7,3404.0,2979.0,True,0.0,False,425.0,observed,180,established,False,False,False,False,False
2026-03-13,SKU-1015,Pasta,323.0,0,2656.0,7,2979.0,2656.0,True,0.0,False,323.0,observed,180,established,False,False,False,False,False
2026-03-14,SKU-1015,Pasta,294.0,0,2362.0,7,2656.0,2362.0,True,0.0,False,294.0,observed,180,established,False,False,False,False,False
2026-03-15,SKU-1015,Pasta,255.0,0,2107.0,7,2362.0,2107.0,True,0.0,False,255.0,observed,180,established,False,False,False,False,False
2026-03-16,SKU-1015,Pasta,299.0,2904,4712.0,7,2107.0,4712.0,True,0.0,False,299.0,observed,180,established,False,False,False,False,False
2026-03-17,SKU-1015,Pasta,497.0,0,4215.0,7,4712.0,4215.0,True,0.0,False,497.0,observed,180,established,False,False,False,False,False
2026-03-18,SKU-1015,Pasta,616.0,0,3599.0,7,4215.0,3599.0,True,0.0,False,616.0,observed,180,established,False,False,False,False,False
2026-03-19,SKU-1015,Pasta,411.0,0,3188.0,7,3599.0,3188.0,True,0.0,False,411.0,observed,180,established,False,False,False,False,False
2026-03-20,SKU-1015,Pasta,382.0,0,2806.0,7,3188.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-03-21,SKU-1015,Pasta,302.0,0,2504.0,7,2806.0,2504.0,True,0.0,False,302.0,observed,180,established,False,False,False,False,False
2026-03-22,SKU-1015,Pasta,253.0,0,2251.0,7,2504.0,2251.0,True,0.0,False,253.0,observed,180,established,False,False,False,False,False
2026-03-23,SKU-1015,Pasta,345.0,0,1906.0,7,2251.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-03-24,SKU-1015,Pasta,400.0,0,,7,1906.0,1506.0,False,,False,400.0,observed,180,established,False,True,False,False,False
2026-03-25,SKU-1015,Pasta,997.0,2835,3344.0,7,,,False,,False,997.0,observed,180,established,False,False,False,False,False
2026-03-26,SKU-1015,Pasta,400.0,0,2944.0,7,3344.0,2944.0,True,0.0,False,400.0,observed,180,established,False,False,False,False,False
2026-03-27,SKU-1015,Pasta,306.0,0,2638.0,7,2944.0,2638.0,True,0.0,False,306.0,observed,180,established,False,False,False,False,False
2026-03-28,SKU-1015,Pasta,261.0,0,2377.0,7,2638.0,2377.0,True,0.0,False,261.0,observed,180,established,False,False,False,False,False
2026-03-29,SKU-1015,Pasta,285.0,0,2092.0,7,2377.0,2092.0,True,0.0,False,285.0,observed,180,established,False,False,False,False,False
2026-03-30,SKU-1015,Pasta,310.0,0,1782.0,7,2092.0,1782.0,True,0.0,False,310.0,observed,180,established,False,False,False,False,False
2026-03-31,SKU-1015,Pasta,426.0,0,1356.0,7,1782.0,1356.0,True,0.0,False,426.0,observed,180,established,False,False,False,False,False
2026-04-01,SKU-1015,Pasta,458.0,0,898.0,7,1356.0,898.0,True,0.0,False,458.0,observed,180,established,False,False,False,False,False
2026-04-02,SKU-1015,Pasta,397.0,3556,4057.0,7,898.0,4057.0,True,0.0,False,397.0,observed,180,established,False,False,False,False,False
2026-04-03,SKU-1015,Pasta,505.0,0,3552.0,7,4057.0,3552.0,True,0.0,False,505.0,observed,180,established,False,False,False,False,False
2026-04-04,SKU-1015,Pasta,286.0,0,3266.0,7,3552.0,3266.0,True,0.0,False,286.0,observed,180,established,False,False,False,False,False
2026-04-05,SKU-1015,Pasta,311.0,0,2955.0,7,3266.0,2955.0,True,0.0,False,311.0,observed,180,established,False,False,False,False,False
2026-04-06,SKU-1015,Pasta,322.0,0,2633.0,7,2955.0,2633.0,True,0.0,False,322.0,observed,180,established,False,False,False,False,False
2026-04-07,SKU-1015,Pasta,360.0,0,2273.0,7,2633.0,2273.0,True,0.0,False,360.0,observed,180,established,False,False,False,False,False
2026-04-08,SKU-1015,Pasta,404.0,0,1869.0,7,2273.0,1869.0,True,0.0,False,404.0,observed,180,established,False,False,False,False,False
2026-04-09,SKU-1015,Pasta,417.0,0,1452.0,7,1869.0,1452.0,True,0.0,False,417.0,observed,180,established,False,False,False,False,False
2026-04-10,SKU-1015,Pasta,335.0,3282,4399.0,7,1452.0,4399.0,True,0.0,False,335.0,observed,180,established,False,False,False,False,False
2026-04-11,SKU-1015,Pasta,215.0,0,4184.0,7,4399.0,4184.0,True,0.0,False,215.0,observed,180,established,False,False,False,False,False
2026-04-12,SKU-1015,Pasta,244.0,0,3940.0,7,4184.0,3940.0,True,0.0,False,244.0,observed,180,established,False,False,False,False,False
2026-04-13,SKU-1015,Pasta,350.0,0,3590.0,7,3940.0,3590.0,True,0.0,False,350.0,observed,180,established,False,False,False,False,False
2026-04-14,SKU-1015,Pasta,449.0,0,3141.0,7,3590.0,3141.0,True,0.0,False,449.0,observed,180,established,False,False,False,False,False
2026-04-15,SKU-1015,Pasta,459.0,0,2682.0,7,3141.0,2682.0,True,0.0,False,459.0,observed,180,established,False,False,False,False,False
2026-04-16,SKU-1015,Pasta,404.0,0,2278.0,7,2682.0,2278.0,True,0.0,False,404.0,observed,180,established,False,False,False,False,False
2026-04-17,SKU-1015,Pasta,362.0,0,1916.0,7,2278.0,1916.0,True,0.0,False,362.0,observed,180,established,False,False,False,False,False
2026-04-18,SKU-1015,Pasta,249.0,3331,4998.0,7,1916.0,4998.0,True,0.0,False,249.0,observed,180,established,False,False,False,False,False
2026-04-19,SKU-1015,Pasta,276.0,0,4722.0,7,4998.0,4722.0,True,0.0,False,276.0,observed,180,established,False,False,False,False,False
2026-04-20,SKU-1015,Pasta,397.0,0,4325.0,7,4722.0,4325.0,True,0.0,False,397.0,observed,180,established,False,False,False,False,False
2026-04-21,SKU-1015,Pasta,408.0,0,3917.0,7,4325.0,3917.0,True,0.0,False,408.0,observed,180,established,False,False,False,False,False
2026-04-22,SKU-1015,Pasta,402.0,0,3515.0,7,3917.0,3515.0,True,0.0,False,402.0,observed,180,established,False,False,False,False,False
2026-04-23,SKU-1015,Pasta,408.0,0,3107.0,7,3515.0,3107.0,True,0.0,False,408.0,observed,180,established,False,False,False,False,False
2026-04-24,SKU-1015,Pasta,300.0,0,2807.0,7,3107.0,2807.0,True,0.0,False,300.0,observed,180,established,False,False,False,False,False
2026-04-25,SKU-1015,Pasta,266.0,0,2541.0,7,2807.0,2541.0,True,0.0,False,266.0,observed,180,established,False,False,False,False,False
2026-04-26,SKU-1015,Pasta,284.0,0,2257.0,7,2541.0,2257.0,True,0.0,False,284.0,observed,180,established,False,False,False,False,False
2026-04-27,SKU-1015,Pasta,359.0,0,1898.0,7,2257.0,1898.0,True,0.0,False,359.0,observed,180,established,False,False,False,False,False
2026-04-28,SKU-1015,Pasta,393.0,2874,4379.0,7,1898.0,4379.0,True,0.0,False,393.0,observed,180,established,False,False,False,False,False
2026-04-29,SKU-1015,Pasta,436.0,0,3943.0,7,4379.0,3943.0,True,0.0,False,436.0,observed,180,established,False,False,False,False,False
2026-04-30,SKU-1015,Pasta,406.0,0,3537.0,7,3943.0,3537.0,True,0.0,False,406.0,observed,180,established,False,False,False,False,False
2026-05-01,SKU-1015,Pasta,309.0,0,3228.0,7,3537.0,3228.0,True,0.0,False,309.0,observed,180,established,False,False,False,False,False
2026-05-02,SKU-1015,Pasta,275.0,0,2953.0,7,3228.0,2953.0,True,0.0,False,275.0,observed,180,established,False,False,False,False,False
2026-05-03,SKU-1015,Pasta,288.0,0,2665.0,7,2953.0,2665.0,True,0.0,False,288.0,observed,180,established,False,False,False,False,False
2026-05-04,SKU-1015,Pasta,342.0,0,2323.0,7,2665.0,2323.0,True,0.0,False,342.0,observed,180,established,False,False,False,False,False
2026-05-05,SKU-1015,Pasta,400.0,0,1923.0,7,2323.0,1923.0,True,0.0,False,400.0,observed,180,established,False,False,False,False,False
2026-05-06,SKU-1015,Pasta,446.0,0,1477.0,7,1923.0,1477.0,True,0.0,False,446.0,observed,180,established,False,False,False,False,False
2026-05-07,SKU-1015,Pasta,921.0,0,556.0,7,1477.0,556.0,True,0.0,False,921.0,observed,180,established,False,False,False,False,False
2026-05-08,SKU-1015,Pasta,299.0,0,257.0,7,556.0,257.0,True,0.0,False,299.0,observed,180,established,False,False,False,False,False
2026-05-09,SKU-1015,Pasta,249.0,3052,3060.0,7,257.0,3060.0,True,0.0,False,249.0,observed,180,established,False,False,False,False,False
2026-05-10,SKU-1015,Pasta,309.0,0,2751.0,7,3060.0,2751.0,True,0.0,False,309.0,observed,180,established,False,False,False,False,False
2026-05-11,SKU-1015,Pasta,326.0,0,2425.0,7,2751.0,2425.0,True,0.0,False,326.0,observed,180,established,False,False,False,False,False
2026-05-12,SKU-1015,Pasta,446.0,0,1979.0,7,2425.0,1979.0,True,0.0,False,446.0,observed,180,established,False,False,False,False,False
2026-05-13,SKU-1015,Pasta,1165.0,0,814.0,7,1979.0,814.0,True,0.0,False,1165.0,observed,180,established,False,False,False,False,False
2026-05-14,SKU-1015,Pasta,387.0,0,427.0,7,814.0,427.0,True,0.0,False,387.0,observed,180,established,False,False,False,False,False
2026-05-15,SKU-1015,Pasta,264.0,0,163.0,7,427.0,163.0,True,0.0,False,264.0,observed,180,established,False,False,False,False,False
2026-05-16,SKU-1015,Pasta,269.0,3539,3433.0,7,163.0,3433.0,True,0.0,False,269.0,observed,180,established,False,False,False,False,False
2026-05-17,SKU-1015,Pasta,287.0,0,3146.0,7,3433.0,3146.0,True,0.0,False,287.0,observed,180,established,False,False,False,False,False
2026-05-18,SKU-1015,Pasta,384.0,0,2762.0,7,3146.0,2762.0,True,0.0,False,384.0,observed,180,established,False,False,False,False,False
2026-05-19,SKU-1015,Pasta,437.0,0,2325.0,7,2762.0,2325.0,True,0.0,False,437.0,observed,180,established,False,False,False,False,False
2026-05-20,SKU-1015,Pasta,396.0,0,1929.0,7,2325.0,1929.0,True,0.0,False,396.0,observed,180,established,False,False,False,False,False
2026-05-21,SKU-1015,Pasta,411.0,0,1518.0,7,1929.0,1518.0,True,0.0,False,411.0,observed,180,established,False,False,False,False,False
2026-05-22,SKU-1015,Pasta,251.0,0,1267.0,7,1518.0,1267.0,True,0.0,False,251.0,observed,180,established,False,False,False,False,False
2026-05-23,SKU-1015,Pasta,304.0,2754,3717.0,7,1267.0,3717.0,True,0.0,False,304.0,observed,180,established,False,False,False,False,False
2026-05-24,SKU-1015,Pasta,291.0,0,,7,3717.0,3426.0,False,,False,291.0,observed,180,established,False,True,False,False,False
2026-05-25,SKU-1015,Pasta,366.0,0,3060.0,7,,,False,,False,366.0,observed,180,established,False,False,False,False,False
2026-05-26,SKU-1015,Pasta,391.0,0,2669.0,7,3060.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-05-27,SKU-1015,Pasta,437.0,0,2232.0,7,2669.0,2232.0,True,0.0,False,437.0,observed,180,established,False,False,False,False,False
2026-05-28,SKU-1015,Pasta,457.0,0,1775.0,7,2232.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-05-29,SKU-1015,Pasta,317.0,0,1458.0,7,1775.0,1458.0,True,0.0,False,317.0,observed,180,established,False,False,False,False,False
2026-05-30,SKU-1015,Pasta,282.0,2933,4109.0,7,1458.0,4109.0,True,0.0,False,282.0,observed,180,established,False,False,False,False,False
2026-05-31,SKU-1015,Pasta,289.0,0,3820.0,7,4109.0,3820.0,True,0.0,False,289.0,observed,180,established,False,False,False,False,False
2026-06-01,SKU-1015,Pasta,393.0,0,3427.0,7,3820.0,3427.0,True,0.0,False,393.0,observed,180,established,False,False,False,False,False
2026-06-02,SKU-1015,Pasta,415.0,0,3012.0,7,3427.0,3012.0,True,0.0,False,415.0,observed,180,established,False,False,False,False,False
2026-06-03,SKU-1015,Pasta,499.0,0,2513.0,7,3012.0,2513.0,True,0.0,False,499.0,observed,180,established,False,False,False,False,False
2026-06-04,SKU-1015,Pasta,396.0,0,,7,2513.0,2117.0,False,,False,396.0,observed,180,established,False,True,False,False,False
2026-06-05,SKU-1015,Pasta,306.0,3264,5075.0,7,,,False,,False,306.0,observed,180,established,False,False,False,False,False
2026-06-06,SKU-1015,Pasta,299.0,0,4776.0,7,5075.0,4776.0,True,0.0,False,299.0,observed,180,established,False,False,False,False,False
2026-06-07,SKU-1015,Pasta,280.0,0,4496.0,7,4776.0,4496.0,True,0.0,False,280.0,observed,180,established,False,False,False,False,False
2026-06-08,SKU-1015,Pasta,403.0,0,4093.0,7,4496.0,4093.0,True,0.0,False,403.0,observed,180,established,False,False,False,False,False
2026-06-09,SKU-1015,Pasta,410.0,0,3683.0,7,4093.0,3683.0,True,0.0,False,410.0,observed,180,established,False,False,False,False,False
2026-06-10,SKU-1015,Pasta,457.0,0,3226.0,7,3683.0,3226.0,True,0.0,False,457.0,observed,180,established,False,False,False,False,False
2026-06-11,SKU-1015,Pasta,372.0,0,2854.0,7,3226.0,2854.0,True,0.0,False,372.0,observed,180,established,False,False,False,False,False
2026-06-12,SKU-1015,Pasta,261.0,0,2593.0,7,2854.0,2593.0,True,0.0,False,261.0,observed,180,established,False,False,False,False,False
2026-06-13,SKU-1015,Pasta,298.0,0,2295.0,7,2593.0,2295.0,True,0.0,False,298.0,observed,180,established,False,False,False,False,False
2026-06-14,SKU-1015,Pasta,305.0,0,1990.0,7,2295.0,1990.0,True,0.0,False,305.0,observed,180,established,False,False,False,False,False
2026-06-15,SKU-1015,Pasta,326.0,0,1664.0,7,1990.0,1664.0,True,0.0,False,326.0,observed,180,established,False,False,False,False,False
2026-06-16,SKU-1015,Pasta,353.0,0,1311.0,7,1664.0,1311.0,True,0.0,False,353.0,observed,180,established,False,False,False,False,False
2026-06-17,SKU-1015,Pasta,444.0,0,867.0,7,1311.0,867.0,True,0.0,False,444.0,observed,180,established,False,False,False,False,False
2026-06-18,SKU-1015,Pasta,388.0,0,479.0,7,867.0,479.0,True,0.0,False,388.0,observed,180,established,False,False,False,False,False
2026-06-19,SKU-1015,Pasta,354.0,2972,3097.0,7,479.0,3097.0,True,0.0,False,354.0,observed,180,established,False,False,False,False,False
2026-06-20,SKU-1015,Pasta,257.0,0,2840.0,7,3097.0,2840.0,True,0.0,False,257.0,observed,180,established,False,False,False,False,False
2026-06-21,SKU-1015,Pasta,308.0,0,2532.0,7,2840.0,2532.0,True,0.0,False,308.0,observed,180,established,False,False,False,False,False
2026-06-22,SKU-1015,Pasta,359.0,0,2173.0,7,2532.0,2173.0,True,0.0,False,359.0,observed,180,established,False,False,False,False,False
2026-06-23,SKU-1015,Pasta,136.0,0,2037.0,7,2173.0,2037.0,True,0.0,False,136.0,observed,180,established,False,False,False,False,False
2026-06-24,SKU-1015,Pasta,412.0,3157,4782.0,7,2037.0,4782.0,True,0.0,False,412.0,observed,180,established,False,False,False,False,False
2026-06-25,SKU-1015,Pasta,410.0,0,4372.0,7,4782.0,4372.0,True,0.0,False,410.0,observed,180,established,False,False,False,False,False
2026-06-26,SKU-1015,Pasta,319.0,0,4053.0,7,4372.0,4053.0,True,0.0,False,319.0,observed,180,established,False,False,False,False,False
2026-06-27,SKU-1015,Pasta,447.0,0,3606.0,7,4053.0,3606.0,True,0.0,False,447.0,observed,180,established,False,False,False,False,False
2026-06-28,SKU-1015,Pasta,304.0,0,3302.0,7,3606.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-06-29,SKU-1015,Pasta,345.0,0,2957.0,7,3302.0,2957.0,True,0.0,False,345.0,observed,180,established,False,False,False,False,False
2026-01-01,SKU-1016,Snacks,360.0,0,1377.0,14,,,False,,False,360.0,observed,180,established,False,False,False,False,False
2026-01-02,SKU-1016,Snacks,245.0,3927,5059.0,14,1377.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-01-03,SKU-1016,Snacks,288.0,0,4771.0,14,5059.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-01-04,SKU-1016,Snacks,258.0,0,4513.0,14,4771.0,4513.0,True,0.0,False,258.0,observed,180,established,False,False,False,False,False
2026-01-05,SKU-1016,Snacks,330.0,0,4183.0,14,4513.0,4183.0,True,0.0,False,330.0,observed,180,established,False,False,False,False,False
2026-01-06,SKU-1016,Snacks,363.0,0,3820.0,14,4183.0,3820.0,True,0.0,False,363.0,observed,180,established,False,False,False,False,False
2026-01-07,SKU-1016,Snacks,374.0,4044,7490.0,14,3820.0,7490.0,True,0.0,False,374.0,observed,180,established,False,False,False,False,False
2026-01-08,SKU-1016,Snacks,392.0,0,7098.0,14,7490.0,7098.0,True,0.0,False,392.0,observed,180,established,False,False,False,False,False
2026-01-09,SKU-1016,Snacks,254.0,0,6844.0,14,7098.0,6844.0,True,0.0,False,254.0,observed,180,established,False,False,False,False,False
2026-01-10,SKU-1016,Snacks,239.0,0,6605.0,14,6844.0,6605.0,True,0.0,False,239.0,observed,180,established,False,False,False,False,False
2026-01-11,SKU-1016,Snacks,197.0,0,6408.0,14,6605.0,6408.0,True,0.0,False,197.0,observed,180,established,False,False,False,False,False
2026-01-12,SKU-1016,Snacks,311.0,0,6097.0,14,6408.0,6097.0,True,0.0,False,311.0,observed,180,established,False,False,False,False,False
2026-01-13,SKU-1016,Snacks,227.0,0,5870.0,14,6097.0,5870.0,True,0.0,False,227.0,observed,180,established,False,False,False,False,False
2026-01-14,SKU-1016,Snacks,322.0,0,5548.0,14,5870.0,5548.0,True,0.0,False,322.0,observed,180,established,False,False,False,False,False
2026-01-15,SKU-1016,Snacks,339.0,0,5209.0,14,5548.0,5209.0,True,0.0,False,339.0,observed,180,established,False,False,False,False,False
2026-01-16,SKU-1016,Snacks,250.0,0,4959.0,14,5209.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-01-17,SKU-1016,Snacks,224.0,0,4735.0,14,4959.0,4735.0,True,0.0,False,224.0,observed,180,established,False,False,False,False,False
2026-01-18,SKU-1016,Snacks,222.0,0,4513.0,14,4735.0,4513.0,True,0.0,False,222.0,observed,180,established,False,False,False,False,False
2026-01-19,SKU-1016,Snacks,255.0,0,4258.0,14,4513.0,4258.0,True,0.0,False,255.0,observed,180,established,False,False,False,False,False
2026-01-20,SKU-1016,Snacks,365.0,0,3893.0,14,4258.0,3893.0,True,0.0,False,365.0,observed,180,established,False,False,False,False,False
2026-01-21,SKU-1016,Snacks,427.0,0,3466.0,14,3893.0,3466.0,True,0.0,False,427.0,observed,180,established,False,False,False,False,False
2026-01-22,SKU-1016,Snacks,245.0,0,3221.0,14,3466.0,3221.0,True,0.0,False,245.0,observed,180,established,False,False,False,False,False
2026-01-23,SKU-1016,Snacks,323.0,0,2898.0,14,3221.0,2898.0,True,0.0,False,323.0,observed,180,established,False,False,False,False,False
2026-01-24,SKU-1016,Snacks,230.0,0,2668.0,14,2898.0,2668.0,True,0.0,False,230.0,observed,180,established,False,False,False,False,False
2026-01-25,SKU-1016,Snacks,155.0,0,2513.0,14,2668.0,2513.0,True,0.0,False,155.0,observed,180,established,False,False,False,False,False
2026-01-26,SKU-1016,Snacks,237.0,0,2276.0,14,2513.0,2276.0,True,0.0,False,237.0,observed,180,established,False,False,False,False,False
2026-01-27,SKU-1016,Snacks,345.0,0,1931.0,14,2276.0,1931.0,True,0.0,False,345.0,observed,180,established,False,False,False,False,False
2026-01-28,SKU-1016,Snacks,322.0,0,1609.0,14,1931.0,1609.0,True,0.0,False,322.0,observed,180,established,False,False,False,False,False
2026-01-29,SKU-1016,Snacks,272.0,5319,6656.0,14,1609.0,6656.0,True,0.0,False,272.0,observed,180,established,False,False,False,False,False
2026-01-30,SKU-1016,Snacks,211.0,0,6445.0,14,6656.0,6445.0,True,0.0,False,211.0,observed,180,established,False,False,False,False,False
2026-01-31,SKU-1016,Snacks,212.0,0,6233.0,14,6445.0,6233.0,True,0.0,False,212.0,observed,180,established,False,False,False,False,False
2026-02-01,SKU-1016,Snacks,121.0,0,6112.0,14,6233.0,6112.0,True,0.0,False,121.0,observed,180,established,False,False,False,False,False
2026-02-02,SKU-1016,Snacks,340.0,0,5772.0,14,6112.0,5772.0,True,0.0,False,340.0,observed,180,established,False,False,False,False,False
2026-02-03,SKU-1016,Snacks,199.0,0,5573.0,14,5772.0,5573.0,True,0.0,False,199.0,observed,180,established,False,False,False,False,False
2026-02-04,SKU-1016,Snacks,455.0,0,5118.0,14,5573.0,5118.0,True,0.0,False,455.0,observed,180,established,False,False,False,False,False
2026-02-05,SKU-1016,Snacks,236.0,0,4882.0,14,5118.0,4882.0,True,0.0,False,236.0,observed,180,established,False,False,False,False,False
2026-02-06,SKU-1016,Snacks,128.0,0,4754.0,14,4882.0,4754.0,True,0.0,False,128.0,observed,180,established,False,False,False,False,False
2026-02-07,SKU-1016,Snacks,184.0,0,4570.0,14,4754.0,4570.0,True,0.0,False,184.0,observed,180,established,False,False,False,False,False
2026-02-08,SKU-1016,Snacks,239.0,0,4331.0,14,4570.0,4331.0,True,0.0,False,239.0,observed,180,established,False,False,False,False,False
2026-02-09,SKU-1016,Snacks,232.0,0,4099.0,14,4331.0,4099.0,True,0.0,False,232.0,observed,180,established,False,False,False,False,False
2026-02-10,SKU-1016,Snacks,309.0,0,3790.0,14,4099.0,3790.0,True,0.0,False,309.0,observed,180,established,False,False,False,False,False
2026-02-11,SKU-1016,Snacks,412.0,0,3378.0,14,3790.0,3378.0,True,0.0,False,412.0,observed,180,established,False,False,False,False,False
2026-02-12,SKU-1016,Snacks,342.0,0,3036.0,14,3378.0,3036.0,True,0.0,False,342.0,observed,180,established,False,False,False,False,False
